# residual, uncalibrated_uncertainty_estimate, calibrated_uncertainty_estimate
-4.681782589049762189e-01,7.626689754658398934e-01,7.566169459631403305e-01
-2.026746289956653790e-01,7.157491190131360925e-01,7.558246491497380148e-01
3.250969351127767637e-01,5.269243168834145674e-01,7.526361208734523300e-01
-5.394002264448014561e-01,4.544241808599459032e-01,7.514118710337168716e-01
1.356990802013959385e+00,7.780355099830172927e-01,7.568764279234756476e-01
-2.563401813154538300e-01,4.552743411159688725e-01,7.514262269868815514e-01
1.129153416038201962e+00,5.733626972926962884e-01,7.534202873990879512e-01
1.168020066164206172e+00,6.344174200645172901e-01,7.544512680105491809e-01
5.575811154337622505e-02,5.168160316089711603e-01,7.524654306195301956e-01
5.877456024561865666e-01,5.591856462128338423e-01,7.531808912618611629e-01
9.314944554309001479e-01,8.537258584183274879e-01,7.581545482419181914e-01
5.708576269872520648e-01,4.830236766989947639e-01,7.518948070682939244e-01
5.633645224045858574e-02,8.595609040498686237e-01,7.582530798319410126e-01
-1.138966117240277409e+00,5.681619475390894403e-01,7.533324666389960012e-01
-1.662801833500261228e+00,7.145973015369609938e-01,7.558051993605657826e-01
-8.842420422283748804e-01,9.947788960563550553e-01,7.605363942382713516e-01
8.140279956066631684e-01,7.983732432213127561e-01,7.572198544054550284e-01
1.063117346169035304e+00,6.064650779549843884e-01,7.539792599258091643e-01
-1.373329044396332799e-01,5.456476698247477719e-01,7.529522866504423373e-01
-9.017057279091732561e-03,7.586201822629186076e-01,7.565485773406567249e-01
5.514010044329340499e-01,9.946761244341872921e-01,7.605346588188793833e-01
-1.153403713010948684e-01,5.944069966913241299e-01,7.537756450794897978e-01
3.633591139194593533e-01,6.814738208540067621e-01,7.552458705352452784e-01
-3.255007590952235241e-01,7.962192732907336090e-01,7.571834820965609447e-01
-9.396743277406035544e-01,6.002592656070849797e-01,7.538744675048696386e-01
9.291900456924162555e-01,7.268296975228922818e-01,7.560117577154427115e-01
-1.159946177784965782e+00,1.038818468399206774e+00,7.612800540758928314e-01
-9.205997015861129285e-01,7.400272741044519043e-01,7.562346142768378021e-01
2.530687669288511632e-01,4.948229025684852678e-01,7.520940508376442457e-01
-8.214125266492825483e-01,6.651782898710297820e-01,7.549707013798679922e-01
-1.153178068963555403e-01,8.363032513726699202e-01,7.578603470851574819e-01
-3.739593275085526525e-01,5.052037603612709038e-01,7.522693437982673759e-01
9.152220128311087111e-01,6.227483444803050272e-01,7.542542219814326598e-01
-7.757926968568444881e-01,7.267499135555489653e-01,7.560104104695671845e-01
2.152552823354348277e+00,6.961789341143663767e-01,7.554941836218090900e-01
1.273336665038452553e+00,8.315211981781658324e-01,7.577795965075987406e-01
-2.680699048104165372e-01,1.002197626207885106e+00,7.606616681990830964e-01
4.889503730295789996e-01,4.875518466679952811e-01,7.519712705297838529e-01
5.280526986796908462e-01,6.024921073369478020e-01,7.539121716566116183e-01
-1.441835423047434839e+00,5.859401084967981177e-01,7.536326717406280906e-01
-9.880112237963911692e-01,9.623594557323691401e-01,7.599889539602543431e-01
-3.624270069850190068e-01,6.688261303003369962e-01,7.550322994444498281e-01
-1.885288762999267620e-01,6.184366534784631053e-01,7.541814140212339534e-01
1.711015993903241272e-01,5.051802996120932088e-01,7.522689476359979421e-01
-1.342099779447198049e+00,6.026593187013107311e-01,7.539149952166385171e-01
-1.061204428014272672e-01,4.183735109061513247e-01,7.508031131839523198e-01
2.431369029277629518e-02,6.358560892395230812e-01,7.544755616271344723e-01
-7.891363817978250816e-01,5.217827730104350747e-01,7.525492998741034611e-01
1.971163751798627184e-01,5.581997261082282114e-01,7.531642428444061954e-01
9.828230656669412202e-02,8.036567776209256886e-01,7.573090730814016069e-01
3.474452682530057568e-02,6.605904426007523922e-01,7.548932301971442715e-01
6.627095350177292232e-01,6.811886025311678639e-01,7.552410542893017720e-01
7.903847543903214090e-02,7.527322733785898334e-01,7.564491530926017449e-01
-4.846419899628969796e-01,1.047338048249539799e+00,7.614239171751704394e-01
-1.493374551764853342e-01,6.730974018411158832e-01,7.551044248746361376e-01
-1.643508268415874995e-01,7.234865428247703178e-01,7.559553046268296939e-01
-5.250036975149331431e-01,5.007492775585069555e-01,7.521941246310147600e-01
-3.080535851978035700e-01,5.549005836633456035e-01,7.531085329543157902e-01
-5.151167122444429980e-01,5.715212975594449185e-01,7.533891932046220541e-01
4.605177461167258568e-01,8.776393755822743392e-01,7.585583560298925221e-01
7.434264482768011550e-01,9.554499757674776994e-01,7.598722792861967168e-01
1.035912472825251784e+00,7.433774545350160246e-01,7.562911860031843458e-01
-2.122206293549339928e-01,4.314044043061124878e-01,7.510231551043060616e-01
-1.172688316838397471e+00,9.787075213056262157e-01,7.602650102238117658e-01
9.089341677721094869e-04,7.011688568393699139e-01,7.555784443202221423e-01
9.176720374067908192e-01,6.070918338879343068e-01,7.539898434349244782e-01
3.256310735553555880e-01,9.749237469559987046e-01,7.602011167555343674e-01
-2.055507183985606223e-01,8.159614043073450951e-01,7.575168511363831181e-01
-7.891857166194351514e-01,7.547024472522920746e-01,7.564824217894818847e-01
-1.113627564015253091e+00,6.564938550768852910e-01,7.548240545114885958e-01
5.210479063464489302e-01,8.564893572108340791e-01,7.582012131606259420e-01
-1.030631205879553702e+00,8.022350775994511185e-01,7.572850660088785713e-01
5.817571730522381745e-01,8.499698329307469047e-01,7.580911233457260368e-01
-2.577939684817079913e-01,5.434231919908472097e-01,7.529147237328945863e-01
6.036719633612853686e-01,6.484896001820366074e-01,7.546888932785628112e-01
1.510809540357121339e+00,6.097788227720819521e-01,7.540352163940831076e-01
-1.115494041730834107e+00,1.017226044268397134e+00,7.609154406664354608e-01
4.140009733652374457e-01,6.687202636837854541e-01,7.550305117624472873e-01
-1.228660258701170349e+00,5.894802012060333940e-01,7.536924503585678004e-01
5.411704277107974859e-01,5.038593730162569395e-01,7.522466422409745945e-01
-2.300459065995433261e-01,5.129615037444805736e-01,7.524003423951600711e-01
9.043159018432130880e-01,6.304263520746694605e-01,7.543838741460002772e-01
8.953172765761854279e-01,7.392161359504744178e-01,7.562209172576392913e-01
-1.240950810322102027e-01,9.047400313748337197e-01,7.590159823921386328e-01
1.490709585466243325e-01,8.650237525639549174e-01,7.583453264370467739e-01
5.910754555160777635e-01,6.297029798033809689e-01,7.543716591566806962e-01
-4.899085477750263901e-02,8.524626550407005121e-01,7.581332175711438248e-01
-1.845080048601948630e-01,6.293517463686966185e-01,7.543657281681376281e-01
1.019395424843476228e+00,6.256377404329438452e-01,7.543030128213671359e-01
8.239989717481087661e-01,4.936645754556074350e-01,7.520744911256205256e-01
6.829463838848595092e-01,6.916769888670233346e-01,7.554181629955061261e-01
-3.607160733636995409e-01,6.855152627917030506e-01,7.553141150229925049e-01
7.657005873978837140e-01,4.527295035259004119e-01,7.513832544190676144e-01
2.872865833413291714e-01,6.957936068559132936e-01,7.554876769190596031e-01
7.136453800771770384e-01,6.810736283455779416e-01,7.552391128153128630e-01
1.349741473727235519e+00,7.666719154479880727e-01,7.566845403002051551e-01
-7.579325399316723111e-01,4.757614231738304111e-01,7.517721753988660938e-01
3.269134434123413535e-01,7.330213150209985429e-01,7.561163104396928514e-01
1.160221141543673395e+00,6.167863945133151837e-01,7.541535474628464630e-01
-8.153882672308530033e-01,8.212153947623391792e-01,7.576055709281697137e-01
3.376547752168910788e-01,9.009736638817449350e-01,7.589523828590520882e-01
-4.379547610961220805e-01,6.620507334100705910e-01,7.549178889203872478e-01
1.680576428098984245e-03,1.016217572477748687e+00,7.608984114373085195e-01
-6.087693087821481885e-01,6.542001592489459227e-01,7.547853227669185650e-01
-1.895443003134643201e+00,5.079769629961754518e-01,7.523161725777366415e-01
-1.122683307483492016e-01,9.763251042662171031e-01,7.602247803175157248e-01
5.886856270033079541e-01,7.722712088075645021e-01,7.567790909365774699e-01
4.041081296427000424e-01,6.764050244862072070e-01,7.551602779628544537e-01
6.526648113056404688e-01,7.085430688309007907e-01,7.557029665396822748e-01
1.312528453683460272e+00,7.639728522948481260e-01,7.566389634528514208e-01
1.438165921072776632e+00,7.506674862249325120e-01,7.564142867395078351e-01
-1.011110935862937904e-01,4.835652109800029352e-01,7.519039515098508986e-01
6.833554876608756157e-01,7.504815157730890807e-01,7.564111464102842852e-01
-3.304991305719504058e-01,6.094754212218267408e-01,7.540300931030157194e-01
2.307260827326399477e-01,5.296583004099992831e-01,7.526822873922734969e-01
-1.480944831387800142e-01,6.670981007364515936e-01,7.550031196382772647e-01
3.687345079053232499e-01,4.700320277920594370e-01,7.516754278372389519e-01
6.119438769036421311e-02,9.890912545336415507e-01,7.604403517395317280e-01
1.351231264081222405e-01,9.597647307133364558e-01,7.599451389846840765e-01
5.250848951340336690e-01,4.500346113733024178e-01,7.513377480039505896e-01
-5.137428370469803163e-01,7.819427754627295002e-01,7.569424066843402077e-01
-4.247915710412512036e-01,3.863467751148415008e-01,7.502623041826137484e-01
-9.325244932754382932e-01,5.178950991110660151e-01,7.524836519400539547e-01
-1.080112668230424067e+00,4.645847028372051546e-01,7.515834433656399804e-01
-9.269504802961299472e-02,7.357114584157243842e-01,7.561617366664628026e-01
3.898504132643382247e-01,6.646464133848306588e-01,7.549617200215050783e-01
4.616522111646300108e-01,8.038298950917734942e-01,7.573119963729644244e-01
6.053948189218406883e-02,5.151171793559732315e-01,7.524367435064771570e-01
1.402222377891730209e+00,7.410130178237647192e-01,7.562512597158201899e-01
-1.101986352584907625e+00,5.992024883363248344e-01,7.538566225810484633e-01
-7.073407800725193262e-01,5.265028457156103459e-01,7.526290038383964820e-01
8.409144518852215144e-01,1.049773127540747586e+00,7.614650363453612236e-01
-2.479591216984099733e-01,8.909371675977543203e-01,7.587829048464426185e-01
7.184368777979677212e-01,1.001308608501840558e+00,7.606466560922947595e-01
6.006032867409507592e-01,8.239394315133379276e-01,7.576515694840174620e-01
-9.696314282640834392e-01,5.729956519494898703e-01,7.534140894079222051e-01
5.565014797229570487e-01,6.237588745827411518e-01,7.542712859675685388e-01
3.770124215959670955e-01,4.455663690861594861e-01,7.512622964916643165e-01
-1.120501370582263290e+00,7.199040807145570264e-01,7.558948105518549232e-01
6.620899514803996189e-01,8.100216834047332393e-01,7.574165519816237202e-01
8.166519341189556469e-01,8.309977557158986228e-01,7.577707575676230212e-01
-6.524822962257562642e-01,6.928008728261484395e-01,7.554371410944767939e-01
1.870931929730717813e-01,7.063013596446280351e-01,7.556651126505373739e-01
6.289301117482216652e-01,5.088731945333709872e-01,7.523313064985257537e-01
1.680890528293708941e-01,8.604947224978554132e-01,7.582688484518084193e-01
1.277850643116549001e-01,5.198996103461378526e-01,7.525175004635586973e-01
-2.674624844548150748e-01,6.801134488810260947e-01,7.552228990587591673e-01
1.004600305479610711e-01,6.368214278607365886e-01,7.544918625021000969e-01
-2.098254352117275567e-01,8.940985468205756570e-01,7.588362884429317168e-01
-2.796989902135628078e-02,4.220254972872170551e-01,7.508647812577927683e-01
9.864205642532585250e-01,6.729596876660138838e-01,7.551020994092502159e-01
-2.460601381676897903e-01,7.406038297197157227e-01,7.562443500947038100e-01
1.008902524133556744e+00,5.970413392616890080e-01,7.538201290438858448e-01
-3.034140931612474557e-01,6.336375203522891519e-01,7.544380984890823871e-01
-3.706790103648588408e-01,6.802266900470858024e-01,7.552248112686804626e-01
1.174619328708728094e+00,4.385120196565529538e-01,7.511431755267623522e-01
2.261006799802183220e+00,5.261598500899334896e-01,7.526232119549215449e-01
-7.313296857754180147e-01,8.782331023530014491e-01,7.585683818028603476e-01
-4.297031761012385931e-01,7.234453127323057231e-01,7.559546084083553774e-01
5.736438637079377401e-01,5.918740432427244125e-01,7.537328731893446765e-01
-5.279878301387772588e-01,5.262868273996835766e-01,7.526253561157415506e-01
-3.303661880095797865e-01,5.795771542822163447e-01,7.535252257949415222e-01
2.907286110414954994e-01,5.176879943735110956e-01,7.524801547336256169e-01
7.248489661786989245e-03,7.635533750400270714e-01,7.566318800873551575e-01
-2.100916078024938627e-01,5.993281554102456443e-01,7.538587446169996431e-01
4.632674447437236664e-01,5.784919488103582585e-01,7.535069008275984137e-01
1.326267468441457043e+00,6.886700147496315205e-01,7.553673867103400941e-01
1.026458553673016416e+00,9.344327374232375139e-01,7.595173785634410368e-01
2.774223451721192224e-01,8.194820807939535712e-01,7.575763018886285671e-01
-6.855457634406743050e-01,5.704642720518402488e-01,7.533713440890306146e-01
-7.606852049641432689e-01,6.574790442629850906e-01,7.548406905865271410e-01
4.819845058166843423e-03,6.412706728332575601e-01,7.545669932224450260e-01
-1.746519680632796057e+00,9.417615736968592000e-01,7.596411345606783883e-01
-3.856350450936999463e-01,4.573881565596549792e-01,7.514619212401630888e-01
-5.858705053266053397e-01,5.416670531410112677e-01,7.528850692684564416e-01
5.952416166648771823e-02,7.805061649896245513e-01,7.569181478313513622e-01
-2.740512746222830698e-01,7.523395071860810024e-01,7.564425207747248470e-01
7.126849717591904332e-01,4.668430533650832492e-01,7.516215782633582920e-01
-6.612377747162413444e-01,4.453967371420357590e-01,7.512594320573087181e-01
6.974233656767022671e-01,6.226431735897675068e-01,7.542524460475800163e-01
2.104641058688434818e-01,7.199597940990173361e-01,7.558957513377035919e-01
1.402626506480344204e-01,5.860647795574706054e-01,7.536347769577271816e-01
3.516521260110863079e-01,6.649401636061678111e-01,7.549666803385626235e-01
-4.719888745907137584e-01,5.163341936971762580e-01,7.524572942211915638e-01
8.162847769866771186e-02,5.448992136440291567e-01,7.529396480898884469e-01
1.000365897427746731e+00,8.357266208904863269e-01,7.578506100030756309e-01
1.137857808011435212e+00,5.242509148112827200e-01,7.525909773435519590e-01
4.611423126479867185e-01,9.623776359187905527e-01,7.599892609540275235e-01
4.712375416710747333e-01,8.342202366623704402e-01,7.578251729383885804e-01
-1.365823200870221577e+00,8.043405948921840132e-01,7.573206201381474933e-01
-7.834034163831433695e-01,7.116706378322785742e-01,7.557557792109228512e-01
1.116443343421885115e-01,5.691428208002974332e-01,7.533490298345800751e-01
-4.130451855860193255e-01,7.380585103255103974e-01,7.562013693910617507e-01
-5.396847973061872361e-01,6.551412890420654778e-01,7.548012148474246841e-01
2.667174208162627624e-01,8.345968764518050254e-01,7.578315329430332925e-01
5.297669737803792356e-02,5.944033616533433984e-01,7.537755836976095525e-01
-4.143545806288303490e-01,8.255493488383426337e-01,7.576787548264902750e-01
-3.789492461092186515e-01,7.097773088441075018e-01,7.557238081300743371e-01
5.123758348297834386e-01,9.934623819990419102e-01,7.605141633541367963e-01
5.887771697024819506e-01,5.388445737170524108e-01,7.528374083926021587e-01
-1.027276052514239479e+00,8.373317604040044770e-01,7.578777146665971465e-01
-7.817256672345881396e-01,5.103222182894137093e-01,7.523557749643577930e-01
2.885735339124977372e-01,6.829482161453442890e-01,7.552707674292116202e-01
-5.687794450034733273e-01,9.514953834968560287e-01,7.598055013569531280e-01
2.771799508575861770e-01,7.629642731354249197e-01,7.566219324106767674e-01
1.661431549328263035e-01,7.280060359305151607e-01,7.560316215693054787e-01
9.681778875673688889e-01,7.204457686633007896e-01,7.559039575882717799e-01
-1.427278224449854527e+00,6.348989991409850209e-01,7.544594000381497079e-01
-9.877510375821421107e-01,5.591496090478121905e-01,7.531802827320579485e-01
-6.496206813492719778e-01,6.372883132163289499e-01,7.544997464089878703e-01
-7.281855846892116846e-01,6.981351876432594361e-01,7.555272172573385125e-01
-1.061157862472821956e+00,7.008752179580250985e-01,7.555734858832710010e-01
-7.482460784421455235e-01,5.278923744565137133e-01,7.526524676611099363e-01
3.047676270509564467e-01,6.065258434687279543e-01,7.539802860227869941e-01
1.854110756140935345e+00,5.753467153111599952e-01,7.534537898705916392e-01
-1.143609927996011057e-02,8.641977685670122478e-01,7.583313787283755270e-01
6.103009455818870777e-01,4.530025920253213934e-01,7.513878658387143084e-01
-8.468021795331355239e-01,5.591612280921672840e-01,7.531804789332511296e-01
-1.858171938560920500e-01,5.044859660054330508e-01,7.522572229985931003e-01
1.251363211094373096e+00,8.222747357074995378e-01,7.576234591426402876e-01
2.289819774714030587e-01,5.872632355188474040e-01,7.536550142924292039e-01
-2.824145076551043965e-01,5.414441079732561501e-01,7.528813045777832391e-01
1.130638912701908083e+00,5.910876989654514357e-01,7.537195948438375481e-01
2.060817502454876493e+00,7.092872072339623246e-01,7.557155321894956090e-01
-3.939334178888760363e-01,9.061215921994776323e-01,7.590393116672397023e-01
-1.109611420974709745e-01,5.318899768048276355e-01,7.527199718659663974e-01
-9.597876131099999930e-02,1.014102878215834558e+00,7.608627023441503212e-01
-6.016205533745910827e-01,7.043116324541001116e-01,7.556315137729665565e-01
4.715618692817266644e-02,6.478465810017722815e-01,7.546780351454397406e-01
-8.224572564406038566e-01,5.424735193253185095e-01,7.528986873959668813e-01
1.711969704496725697e+00,8.007780327207183468e-01,7.572604620969811684e-01
2.170481224355731986e-01,4.615711234450332046e-01,7.515325555426612958e-01
-1.132689670858616271e+00,6.047628586591995425e-01,7.539505159562891468e-01
8.807266876552708457e-01,1.111604512374259501e+00,7.625091318067620527e-01
2.559600829506552752e-02,9.871811143413536938e-01,7.604080967817820058e-01
-2.317325657837814579e-01,4.354636284557649728e-01,7.510916998655607912e-01
-5.381937441797242094e-01,7.144703754144244856e-01,7.558030560641019191e-01
1.451548216485304410e-01,6.825856642776888528e-01,7.552646453156514061e-01
-1.426544385195116504e+00,4.421797226344870713e-01,7.512051089937765713e-01
6.907584350860979105e-01,6.497666246910767107e-01,7.547104573353533574e-01
9.671343406012787580e-02,6.176511298143826378e-01,7.541681495327432483e-01
7.216032044038674098e-02,5.086838176646691911e-01,7.523281086479578494e-01
3.498837025144031498e-01,7.272526283759619403e-01,7.560188993989964690e-01
-5.969869460825109053e-01,6.317036740218112678e-01,7.544054432253820552e-01
3.657512709990194399e-01,5.556676539816066684e-01,7.531214858364164710e-01
1.973968427645216850e-01,7.647382398229979339e-01,7.566518879190672342e-01
6.369952082995397058e-01,9.289333296329642664e-01,7.594245146120726098e-01
-5.669042826654965284e-01,6.642666025245603789e-01,7.549553064696096216e-01
1.221880896855278120e+00,6.435153851542350090e-01,7.546048978230421866e-01
-7.630749538346517369e-01,6.444038419368363080e-01,7.546199004579801084e-01
3.618981401195349792e-03,7.011909459282128498e-01,7.555788173203978886e-01
-5.745904519417939227e-01,5.457650567608897108e-01,7.529542688665544770e-01
-3.416038124486164840e-01,8.510225343297372902e-01,7.581088994436713246e-01
1.093506354934387526e+00,7.766661240348610162e-01,7.568533042354452789e-01
5.405841115871824476e-01,6.361527207357053904e-01,7.544805705978975263e-01
5.221698672440052702e-01,4.917412337892547169e-01,7.520420132454959106e-01
4.664787780157770292e-01,4.800047115494782690e-01,7.518438283004849065e-01
9.446784886775722034e-02,6.313078796967976913e-01,7.543987597739356676e-01
2.940895118046485401e-01,7.259120706461897887e-01,7.559962625092492283e-01
9.791053269396355896e-01,6.817623681631793664e-01,7.552507429950279239e-01
-9.394452814839068244e-01,6.368729502165914047e-01,7.544927325175145860e-01
2.571422059057037676e-02,6.570154351601428244e-01,7.548328620030101410e-01
-6.889501599224249206e-01,7.892129783261920828e-01,7.570651725876698102e-01
-8.590463532545256076e-01,7.152292099197080644e-01,7.558158698748398407e-01
-4.173551058428442984e-01,5.716768621713592680e-01,7.533918200955721511e-01
3.500749667634676654e-01,7.517432599650899494e-01,7.564324524409977712e-01
-1.211009997686849138e+00,6.172818499460407393e-01,7.541619138089994401e-01
1.538193939264781207e+00,6.158509689561617595e-01,7.541377517050555923e-01
-7.418170325907224028e-01,7.951147118591127549e-01,7.571648302811325726e-01
8.060965727713690354e-01,9.018241615723325832e-01,7.589667445101953014e-01
-2.947329730571471851e-01,7.922745577506284942e-01,7.571168709474975778e-01
1.371478915428505863e+00,6.407955156780857919e-01,7.545589696365185839e-01
-1.702606738763812411e+00,6.337191580732639551e-01,7.544394770377624848e-01
6.513963825582785860e-01,8.574127879775111927e-01,7.582168063723097040e-01
-4.914444730291626096e-01,6.116804447321064764e-01,7.540673275114890828e-01
-8.827215430832153764e-01,6.296554051917654382e-01,7.543708558035583378e-01
1.443011456474770637e-01,7.694089279633786749e-01,7.567307579670552453e-01
-1.986447417509604463e-01,5.600913345670369692e-01,7.531961848720982733e-01
-5.246441497561892264e-01,6.006981993747062543e-01,7.538818794164071635e-01
-4.621302617620429709e-01,6.732747449732505718e-01,7.551074195214465545e-01
-3.238160597054519085e-01,5.280730598146530230e-01,7.526555187453267681e-01
7.940087826406057037e-01,7.239350253949020653e-01,7.559628777810983857e-01
-3.777737212430874458e-01,5.977358978905851217e-01,7.538318574810550787e-01
-9.321363139795098007e-01,8.916640187290035824e-01,7.587951785803932481e-01
-4.587182349970982398e-01,7.185173621652043430e-01,7.558713941825221383e-01
-2.727740107112598400e-01,7.692425490302096103e-01,7.567279484636054709e-01
1.635464993685008805e-01,8.281773177560770582e-01,7.577231311642853573e-01
-7.260401972253542890e-01,4.209404668771847824e-01,7.508464592465738940e-01
5.888924444897637445e-01,4.938355369895226499e-01,7.520773780116593032e-01
5.822236544763057520e-01,8.452514036340992298e-01,7.580114471323137204e-01
-7.205017056149649601e-01,5.480841233242434996e-01,7.529934290257519480e-01
1.352022175571335083e+00,8.539752564974860682e-01,7.581587596210298541e-01
-1.096732839698403156e-01,5.979391402720311000e-01,7.538352894670700133e-01
-1.006087376230021979e+00,1.072980932479243199e+00,7.618569273546051956e-01
-2.039175724492985342e+00,5.353774411502243424e-01,7.527788617922493986e-01
2.397194447578233217e-02,7.719758028319197996e-01,7.567741026601662035e-01
4.130648891215569773e-01,6.281100725457895440e-01,7.543447610491490485e-01
-3.324318162121197018e-01,7.262935952476871071e-01,7.560027049996754789e-01
1.186684266787282477e-01,5.695344398347257364e-01,7.533556427813472567e-01
1.026316312377499873e+00,5.430666415241768297e-01,7.529087029600295411e-01
6.180549364573374449e-01,6.162071612157340450e-01,7.541437664291735787e-01
-5.660141459248130280e-01,8.976843147335812345e-01,7.588968383402643347e-01
4.801689490479382205e-01,7.349605987464001844e-01,7.561490575201845754e-01
-3.352383981823223169e-01,6.398208431721663647e-01,7.545425111479608926e-01
-2.880093945614426235e-02,7.580895501392177493e-01,7.565396169948142013e-01
-1.418499313123352090e+00,7.288668158842948053e-01,7.560461568485237205e-01
-5.495876384386578772e-01,7.422769617311381074e-01,7.562726028913079324e-01
-3.819325400776416024e-01,6.371945216682231017e-01,7.544981626286801912e-01
-7.402179099750152425e-01,9.851238590226021330e-01,7.603733576125554228e-01
1.502045423246341160e+00,8.052343439566608252e-01,7.573357121394728164e-01
-1.350425065464719021e-01,7.102675942441968315e-01,7.557320871741617374e-01
-5.639936608859352080e-02,6.175072112586538209e-01,7.541657192991126912e-01
8.640411407799335475e-01,7.983218508293687954e-01,7.572189865846334911e-01
4.704476170521376677e-01,5.844281153402853812e-01,7.536071399626056433e-01
3.214587491499047434e-01,7.043943609311865695e-01,7.556329107403430001e-01
7.394673438879166838e-01,7.081877288755999977e-01,7.556969662077217542e-01
6.337150874992483196e-01,5.474736969722111546e-01,7.529831212607650537e-01
-4.550121813447252639e-01,9.045482953827309602e-01,7.590127447050047937e-01
-1.719920798821550911e-01,6.730567804566907064e-01,7.551037389349111173e-01
5.069814833532859666e-01,1.121685280857903422e+00,7.626793574073942317e-01
-2.000568514118722385e-01,7.837980334970174878e-01,7.569737348924749920e-01
1.616565036544167722e+00,6.799115360108261008e-01,7.552194895231011396e-01
-1.077545975579869086e+00,8.954109900179867410e-01,7.588584505858215756e-01
-1.052122743223948387e+00,7.371972423250992001e-01,7.561868258706037071e-01
1.127939114428189837e+00,8.107792244591668362e-01,7.574293439509268699e-01
5.901069720323939283e-01,9.485523312573720389e-01,7.597558044676762101e-01
-1.106178151748842542e-01,7.868478132307779038e-01,7.570252340006846659e-01
8.264024552778747035e-01,5.014780076448414059e-01,7.522064300933261061e-01
-9.892913707152252434e-02,5.217485834528871047e-01,7.525487225433197258e-01
-1.641992229286597160e+00,8.753326051254182172e-01,7.585194035048765659e-01
1.860178912359692349e-01,4.821093396065928016e-01,7.518793674139673255e-01
2.862855050695533032e-01,6.789153347707310715e-01,7.552026674966136888e-01
1.287843940110939833e+00,8.158301048215871321e-01,7.575146339905513004e-01
