# residual, uncalibrated_uncertainty_estimate, calibrated_uncertainty_estimate
-3.095964794290930744e-01,2.714885938623478046e-01,3.327053818489887349e-01
-9.325647959068575354e-02,2.560996724022407967e-01,3.288151294552588699e-01
7.140732898600661294e-01,3.806701885533781970e-01,3.603060139789985850e-01
-5.707706413831044046e-01,2.781822998658643464e-01,3.343975216048910015e-01
-2.299221909765984950e-01,3.024977374261349494e-01,3.405443584328420314e-01
-3.558614530247602992e-01,4.366221664612692233e-01,3.744504305681895517e-01
-6.753915172069537010e-02,4.016448615810708778e-01,3.656083200675186440e-01
5.670103629885333563e-01,6.026432319329484422e-01,4.164198336244772092e-01
7.148814344294301959e-02,4.429433732075931385e-01,3.760484041324770876e-01
2.041186330644300662e-01,3.188285093120707403e-01,3.446727065165859916e-01
9.647902341725661524e-02,4.298772904173407960e-01,3.727453552486926780e-01
2.430517052787916910e-01,4.612350155243234995e-01,3.806724517301192101e-01
9.599211614286949912e-01,3.989157691420509022e-01,3.649184173721848889e-01
4.522715327765222115e-01,2.935005564274188461e-01,3.382699102197030960e-01
-3.597594868822745484e-01,6.320813197017209895e-01,4.238616541384212510e-01
7.060632997323995630e-01,3.089956434904768123e-01,3.421870008159725307e-01
8.394504806343731085e-01,4.060229552782103624e-01,3.667150831067234051e-01
-1.517687262748741717e-01,3.632385752608052742e-01,3.558993779770019961e-01
-1.567138770098447376e-01,3.987442850448452702e-01,3.648750669384738243e-01
3.930097009606359215e-01,3.021593954790274816e-01,3.404588270606113132e-01
-2.267133281516389987e-01,3.793127884431992114e-01,3.599628691366805189e-01
2.048372498450475865e-01,2.575108774663047995e-01,3.291718759558339702e-01
-7.883245379966274946e-01,5.292605025723157164e-01,3.978689989026494844e-01
2.066256414816750320e-01,3.598575824583627458e-01,3.550446777059672598e-01
-2.978601881265496298e-01,4.617149420711143537e-01,3.807937750731688054e-01
-8.675641743121388638e-02,4.090886131220757282e-01,3.674900680721331359e-01
4.956090082208326475e-01,4.022346638961155629e-01,3.657574195267548345e-01
-3.039035410795989933e-01,3.975752668154822200e-01,3.645795442160476574e-01
2.144504747278234424e-01,3.678357681992522887e-01,3.570615283511912041e-01
7.315886055475444572e-01,4.818385856162246683e-01,3.858809446109999763e-01
2.021763323686942004e-01,4.298756444806062782e-01,3.727449391630470732e-01
6.840568090845696725e-01,4.791222892204439199e-01,3.851942766997262790e-01
-4.609530262634832787e-01,4.566594034171876926e-01,3.795157568961954331e-01
1.189638994609190786e-01,2.708845554988108528e-01,3.325526835786293822e-01
3.743927759506965880e-01,5.971434952254927042e-01,4.150295241121096934e-01
3.205612308966321322e-01,4.028113715978050013e-01,3.659032087247045539e-01
6.525739337835644305e-01,2.251497718899587164e-01,3.209911292570818420e-01
-6.054772995159241056e-01,4.137526587950708934e-01,3.686691185267650939e-01
7.630549411268952587e-02,3.243038166566449831e-01,3.460568403923000025e-01
7.133567663655776547e-01,6.492320715547335030e-01,4.281972895904190279e-01
-6.220552548901151502e-01,4.749278235851498997e-01,3.841339340356597631e-01
-6.858666610557950793e-01,2.675773744738187965e-01,3.317166426038069549e-01
-3.741337294400254865e-01,4.275631939183924812e-01,3.721603617215184512e-01
8.368177527999526299e-02,5.238362599954516918e-01,3.964977739780490840e-01
1.841648752932787680e-01,4.672992351488229334e-01,3.822054600680634406e-01
-4.762299103349407897e-02,4.522594092389086717e-01,3.784034575106393627e-01
8.937829866072224960e-02,3.713889001024874292e-01,3.579597446379940706e-01
-2.660758729595325348e-02,3.344957458844055043e-01,3.486333157598431320e-01
-1.901714801245565911e-01,3.198718993328281135e-01,3.449364709744375257e-01
5.720539612975804322e-02,2.208095697892128173e-01,3.198939450485934199e-01
9.804462427340861208e-02,4.981165787892430363e-01,3.899959504657385945e-01
4.578187578162369875e-01,4.982538350776363201e-01,3.900306482582941436e-01
2.767532935471994637e-01,2.399953409618146016e-01,3.247440245309828888e-01
6.020143716419502217e-02,3.443992539463907598e-01,3.511368795114897523e-01
-7.140447494980697862e-02,3.769480436375384769e-01,3.593650719379209990e-01
1.889851748580888974e-02,3.631190100081213568e-01,3.558691524013067320e-01
-1.799941761627228409e-01,3.291381507753565749e-01,3.472789390251483921e-01
9.692972959768523245e-01,4.336690260654068596e-01,3.737038895241140413e-01
1.580134028651471179e-01,1.990036303848899402e-01,3.143814984365872478e-01
8.650010817692796450e-02,6.916776769790261570e-01,4.389273539768819288e-01
2.255084486286407786e-01,5.156028326105930315e-01,3.944163993556897285e-01
6.882264058840628640e-02,3.439785760869765174e-01,3.510305339788403201e-01
-9.668994653341721202e-02,5.120259529955264455e-01,3.935121797506531682e-01
3.332963639798703914e-01,4.047678111523119737e-01,3.663977881323542962e-01
5.264907533255700489e-01,4.603834021710305202e-01,3.804571675794548025e-01
3.987447709198114754e-01,4.374987060664373151e-01,3.746720159668832650e-01
-7.449922015640605966e-02,4.996159926620880598e-01,3.903749957694103712e-01
-2.145627676149798047e-01,2.687667749512998583e-01,3.320173178698819227e-01
1.032307962146990388e+00,5.217550151891334753e-01,3.959716443457219071e-01
-2.002389431308376211e-01,2.579297991691076319e-01,3.292777775397324191e-01
9.540051902298514463e-02,4.229470644746740615e-01,3.709934242811822047e-01
1.622995692543067071e-03,3.428326248234676021e-01,3.507408424850264050e-01
6.460056359765538048e-01,3.371967349637766120e-01,3.493161140481247373e-01
-1.568967701800224324e-01,5.282615487991420000e-01,3.976164677348617005e-01
-2.027925269119528473e-01,2.525601170098652481e-01,3.279203452513350103e-01
-7.601442147317841180e-02,2.769392036001752655e-01,3.340832722771671648e-01
4.978301707073256033e-01,2.276393640567604404e-01,3.216204873255740782e-01
1.612436712255140292e-01,3.411341982918684734e-01,3.503114876470505568e-01
-2.914066116953876184e-01,3.662961035515036601e-01,3.566723078267396985e-01
2.759756542558183812e-01,5.030847759563567001e-01,3.912518890948354366e-01
3.905692384026441255e-01,3.437774659942454125e-01,3.509796942223519789e-01
2.015691030159415809e-01,3.618875155445191449e-01,3.555578359586754056e-01
-2.458877576602615522e-01,2.321615488952163964e-01,3.227636759784174858e-01
5.168540721260527632e-02,2.384995635730824126e-01,3.243658985146739004e-01
2.184880709558586487e-01,4.326973398854394581e-01,3.734582514852579083e-01
6.993155175974488102e-01,3.518637763901158455e-01,3.530238783099455269e-01
-5.932258860019193891e-01,3.507733647075830796e-01,3.527482269805706228e-01
-9.806591325080600552e-02,3.495730852850535975e-01,3.524448015645176291e-01
2.964016405054565317e-01,4.773569745214440441e-01,3.847480128240366448e-01
3.219014306942004633e-01,2.962019249307915048e-01,3.389528044247215877e-01
-6.459592234868281047e-01,2.878147633521168092e-01,3.368325664670049902e-01
5.605442080404302585e-01,4.201609876727068205e-01,3.702891161868128167e-01
-2.275122940412203365e-01,4.230032411928728586e-01,3.710076255111391941e-01
5.294266792212819484e-01,3.022973963752494386e-01,3.404937130867864425e-01
5.346529054482814791e-01,4.014876435055753645e-01,3.655685760220298564e-01
-2.037388768946174766e-01,4.480491299449291809e-01,3.773391172224564438e-01
-2.041880477333643806e-01,2.850081483648328473e-01,3.361230664087414000e-01
-2.378237535374420619e-01,3.410896631063383144e-01,3.503002293459042682e-01
9.395112280672780480e-01,4.348047864553491459e-01,3.739910048094269857e-01
9.104068682205861129e-02,4.710762111011920772e-01,3.831602631566264905e-01
4.789883750495303461e-01,4.974864613115643208e-01,3.898366595087845443e-01
2.536787471539922456e-01,4.389256665925947432e-01,3.750327453797295818e-01
-3.046397947302567077e-01,3.574949328116395209e-01,3.544474101542718913e-01
-2.198996204447739022e-01,5.175913987317934950e-01,3.949191002196290601e-01
-1.988772100983824953e-01,2.497643797617389583e-01,3.272135950382055736e-01
-6.138956776507871194e-01,4.242799132946391549e-01,3.713303626641475397e-01
-1.602894329539227003e-01,4.025008443354812782e-01,3.658247087837759315e-01
5.353567273158624240e-02,3.782616567020119502e-01,3.596971476055855765e-01
4.826918281024115132e-01,3.340089974030873710e-01,3.485102678614246940e-01
-6.033035649037380432e-01,3.541873523185453676e-01,3.536112681956511961e-01
1.842447035709323944e-01,3.583880180240363034e-01,3.546731782104893815e-01
-3.543662859550391619e-01,3.007253792620852018e-01,3.400963139998312568e-01
-5.180408089904074975e-01,3.077417600672610609e-01,3.418700245417568007e-01
-2.502175155148063726e-02,3.607319862280456424e-01,3.552657231747425315e-01
-2.393613942861775035e-01,2.348335097027020035e-01,3.234391360458575004e-01
-2.063201394682334933e-01,4.089059912817665232e-01,3.674439020654216015e-01
-2.998857157469043688e-01,4.578601949542469018e-01,3.798193117725735535e-01
-2.906552383321175589e-02,4.178377962734235451e-01,3.697018235084023607e-01
-1.168619205437776698e-01,3.069201476372957482e-01,3.416623244939869242e-01
1.186349120843462057e-01,3.159834124190598059e-01,3.439534783999748657e-01
-6.563480142124779315e-02,2.695254072605696716e-01,3.322090968171426684e-01
-3.707760274800327993e-01,2.129812511090728722e-01,3.179149801443120205e-01
-3.021168972610899575e-02,4.164228776729400616e-01,3.693441382419765384e-01
4.490789064265903741e-01,4.500392243728336128e-01,3.778422044356814502e-01
3.783150190398082979e-01,1.675604547528638522e-01,3.064328004341927425e-01
-1.975461336167776416e-01,3.714174634891737603e-01,3.579669653378798611e-01
3.207611327946724988e-01,4.538619659645928839e-01,3.788085768787732843e-01
-3.949684456217053552e-02,3.143958171289343850e-01,3.435521412176586464e-01
-3.154793278791335198e-01,3.799986253888934518e-01,3.601362457327345057e-01
4.805501378772893961e-01,4.997849374342194229e-01,3.904177042727902669e-01
-1.696721202110474391e-01,3.756668952610417445e-01,3.590412032021353950e-01
-9.944904148246801190e-02,1.593936267812092189e-01,3.043682618537424944e-01
1.135121026147507539e-01,3.195708724781445853e-01,3.448603726952276793e-01
-4.267640964684334126e-02,3.136496722469984122e-01,3.433635190376997937e-01
-1.932862340235236842e-01,4.923705914485194124e-01,3.885433898646244444e-01
5.029559400289779214e-01,2.619572847278603955e-01,3.302959083669165796e-01
7.204566274228374478e-02,3.145901364202725037e-01,3.436012642890990954e-01
-5.587205068184885048e-01,4.175857421887173015e-01,3.696381053323807286e-01
1.288447211363472622e-01,4.823869815916041470e-01,3.860195767277120882e-01
2.870636414904355616e-01,4.595020284494591434e-01,3.802343601371657167e-01
4.823672788234239506e-01,3.777079195015935476e-01,3.595571652504212512e-01
-5.578964267425848972e-02,2.420526552137038379e-01,3.252641046232632172e-01
4.161084066487930055e-01,4.527649528345372709e-01,3.785312567321850175e-01
1.773239735447967036e-01,2.397166383929191236e-01,3.246735697340957238e-01
-4.221028552841700476e-02,3.201277050184186401e-01,3.450011375388408741e-01
-8.810824813127380306e-01,5.825504857296837091e-01,4.113404748002419953e-01
3.508612977630179430e-01,3.337549998854988376e-01,3.484460583940255374e-01
-1.181099590944281047e-01,5.379085073799257932e-01,4.000551768938105379e-01
-3.367607537957784114e-01,3.992679268937875392e-01,3.650074413197185175e-01
1.174648429305650971e-01,2.578349171485910807e-01,3.292537917777416667e-01
-1.553294532909000880e-01,2.658980684012816065e-01,3.312921213346960436e-01
2.471018190251575708e-01,3.144364843717458169e-01,3.435624217197135732e-01
1.571968863640534281e-03,2.859054297075493967e-01,3.363498952284479371e-01
-5.332816799512815620e-02,3.421218228205196166e-01,3.505611548311122205e-01
-7.803740128029564849e-01,7.075949894588732247e-01,4.429511813215723515e-01
-3.412422513108163136e-01,4.327341957676009154e-01,3.734675684919223082e-01
-2.175981534893755287e-01,7.697302479340401016e-01,4.586587043370522476e-01
-2.304788357979267455e-01,4.073029147607558631e-01,3.670386512952905633e-01
1.511721975957416031e-01,2.162332451235420283e-01,3.187370700829720849e-01
3.190433977198620964e-03,4.273861939373680419e-01,3.721156168963755118e-01
-7.416130813875701500e-02,3.449855262293758384e-01,3.512850865939791123e-01
2.403900070835192360e-01,5.344005169192910243e-01,3.991683721673036644e-01
-2.431811953708296614e-01,5.432408788088834983e-01,4.014031771919168712e-01
-6.055544918352733230e-01,6.171670516692174813e-01,4.200913920661517587e-01
-3.458361384950109363e-01,5.357499017450770840e-01,3.995094907805986639e-01
2.518766758417195217e-01,3.169217283988779998e-01,3.441906805974144223e-01
4.457187562121836533e-01,4.294809971378514279e-01,3.726451740317601735e-01
5.638174729945144570e-01,3.417642198413143872e-01,3.504707543537646242e-01
-2.320218303402223348e-01,3.416289987720365073e-01,3.504365710557469926e-01
-3.041757345979169691e-01,3.846460689800151878e-01,3.613110992532982957e-01
3.601671305500123710e-01,4.065482416078893824e-01,3.668478732055437952e-01
-1.251096009426083400e-01,3.129684874369632608e-01,3.431913184813007445e-01
2.342806389126106115e-01,3.988020451359922114e-01,3.648896684382234579e-01
-2.406484863943593733e-01,4.641095131532725904e-01,3.813991122248640009e-01
-2.780571579325705200e-01,2.972664238636953948e-01,3.392219051237268523e-01
2.827283959178509276e-01,3.286813270787144470e-01,3.471634559821046295e-01
5.630633681015443162e-03,2.951450926981888934e-01,3.386856418341975261e-01
-1.713763012133411312e-01,3.686894144272961915e-01,3.572773264037483187e-01
-7.799963498198995149e-01,7.108389579304713601e-01,4.437712424379107179e-01
4.496648746053224510e-01,4.104718016420937365e-01,3.678397321122628405e-01
9.672645924519646110e-02,3.039751321695444153e-01,3.409178373963894226e-01
9.646192583675143595e-02,2.724478710971673934e-01,3.329478829604981538e-01
-2.576062722280396122e-01,2.879672932201773339e-01,3.368711253540508377e-01
-3.115675927682148849e-01,3.169425776389853122e-01,3.441959511946063865e-01
3.081994833552159641e-01,4.978027399919039975e-01,3.899166133831653558e-01
-1.204597545190481123e-01,4.884600740399726027e-01,3.875548280769280929e-01
-4.080062654001964662e-01,3.873203813712159382e-01,3.619871537908706527e-01
4.273650922996706236e-01,6.108986026006328895e-01,4.185067554132679835e-01
-6.480825254315933925e-01,3.200793802595287008e-01,3.449889212500362734e-01
-1.725481277434035010e-01,4.689056634371379650e-01,3.826115581503867213e-01
6.101833493212314302e-02,3.234027717083852171e-01,3.458290601494862226e-01
4.076508980512887903e-01,3.513800368670229601e-01,3.529015910630756148e-01
2.255590620903812071e-01,3.949795941957503498e-01,3.639233694705706901e-01
2.292033949047838637e-01,2.143113751794972210e-01,3.182512297224478481e-01
5.340903263039139537e-01,3.215199237397294296e-01,3.453530843745704071e-01
7.006148673475316724e-02,3.719794131794296743e-01,3.581090237747456828e-01
-3.871188290555358652e-02,6.548984609510384303e-01,4.296297281774847932e-01
-3.802364155458530792e-01,4.045243000331203431e-01,3.663362295808475499e-01
-3.610535630098904436e-02,4.389787059074298226e-01,3.750461534877658210e-01
6.796957102407839013e-01,5.086026175801398042e-01,3.926467754512829034e-01
3.027288143589148550e-01,4.953270217974265477e-01,3.892907625945162819e-01
4.521635296785962432e-01,2.782197147452706298e-01,3.344069799236268903e-01
7.732939658405622863e-02,2.113542475631468853e-01,3.175036807263798555e-01
5.212909568209962430e-01,3.372159082853742329e-01,3.493209609804087679e-01
-1.006174400944948588e-01,3.127487887973817715e-01,3.431357796210403599e-01
-1.036684290765807204e-01,4.707284135670478098e-01,3.830723414531305160e-01
6.588009539502887035e-02,3.245066795800853887e-01,3.461081232567657651e-01
-3.732079767894076472e-01,7.039679238933220784e-01,4.420342749265934179e-01
-1.572587320715003456e-01,2.695121073576537962e-01,3.322057346595483907e-01
4.998996074330724904e-02,3.464241510992227546e-01,3.516487647021629415e-01
1.215854164935362691e-01,3.940075553601750102e-01,3.636776422819111287e-01
1.844039230296385945e-01,3.600913468703130227e-01,3.551037723322876261e-01
-6.256471455906046364e-01,6.338093830902812309e-01,4.242985010448981908e-01
-1.138696314205268623e+00,3.397683608633086938e-01,3.499662098873533855e-01
-2.241128827344477104e-01,4.790859857946750400e-01,3.851850993516344190e-01
9.473415084490972582e-01,6.045344814423849744e-01,4.168979332723504738e-01
6.460940893515838557e-01,3.601427494823838393e-01,3.551167666889857299e-01
-3.621310055454176058e-01,5.312712099666903054e-01,3.983772969841188893e-01
-2.512298920890201556e-02,4.820998798598540858e-01,3.859469986589968982e-01
2.546515478608072369e-01,4.369531273496795598e-01,3.745340960408938269e-01
3.372580541850948577e-01,4.806364295187099400e-01,3.855770447796753597e-01
6.770406750235284654e-02,2.936043490015722290e-01,3.382961485308867422e-01
-2.683638999708384265e-01,3.566499528881491021e-01,3.542338029058020310e-01
-2.131103236479365073e-02,2.792972715785835836e-01,3.346793816030455559e-01
-1.369664090036255832e-01,2.825102953867576483e-01,3.354916200430989037e-01
2.654960109557083503e-01,3.013282014506415418e-01,3.402487048264466463e-01
4.008288078850019698e-01,2.920334217473332106e-01,3.378990249555263170e-01
2.172832122448331571e-02,2.825198348210090638e-01,3.354940315705751686e-01
-1.190780601876000461e-01,2.798797694096680777e-01,3.348266345205156980e-01
-3.911666202895781042e-01,3.195368544108090347e-01,3.448517730758050015e-01
-5.481218128669891609e-02,3.247717036225687970e-01,3.461751201816860579e-01
-2.732530828403906820e-01,3.274373480097496625e-01,3.468489834855534304e-01
4.533465897199954187e-01,5.415619120157113553e-01,4.009787416911533842e-01
5.072003103950863123e-02,6.035753177648793821e-01,4.166554608676359406e-01
-2.669373290872627535e-01,3.668877935550862168e-01,3.568218844854256222e-01
-1.889931220081352559e-01,3.294756279733030424e-01,3.473642517925534245e-01
3.115854747468093100e-01,2.404269046071529359e-01,3.248531219429540151e-01
-3.688154821284230223e-01,4.436128954100073130e-01,3.762176564324091754e-01
-4.069380778335072169e-01,4.177062736337224247e-01,3.696685751572912348e-01
3.282243408426584463e-01,3.558263741839673977e-01,3.540256057924647815e-01
4.868163370457367911e-01,4.241978225283399850e-01,3.713096104755730376e-01
-2.176468370079033543e-01,3.510369496541129175e-01,3.528148601082948255e-01
-4.639483167922732743e-01,4.509508458476268467e-01,3.780726583783884376e-01
-1.035111651313854464e-01,5.218522750224844353e-01,3.959962312084522318e-01
2.249354801490408284e-01,3.281570234137764497e-01,3.470309142966555571e-01
2.515367519285147679e-01,3.935059158271511648e-01,3.635508299904068319e-01
1.536575708224874326e-01,4.938345102532299413e-01,3.889134621694974037e-01
-4.301664242790453341e-01,3.374594181139844440e-01,3.493825192056621010e-01
5.080772748829437413e-01,4.305532277145113773e-01,3.729162292566695625e-01
-2.419560609860613443e-01,4.717831809477841531e-01,3.833389820580861418e-01
-7.232391616642089294e-02,3.830350783745490872e-01,3.609038478370480973e-01
-3.271734100905036580e-01,2.508282636503213481e-01,3.274825402566821642e-01
4.061071276333565461e-01,2.082989315599148850e-01,3.167313101332888126e-01
1.207323980510360550e-01,3.932001218578062840e-01,3.634735266053504832e-01
-1.005949603083342546e-02,2.490232911508878100e-01,3.270262510615790097e-01
-1.131489153544647103e-01,4.065632225865561944e-01,3.668516603317741875e-01
-1.790565319615118056e-01,4.692252310330802811e-01,3.826923434483230357e-01
1.008337703124689705e-01,3.026067207063907194e-01,3.405719089319456105e-01
5.857494841508400357e-02,4.604913567537154973e-01,3.804844580282879529e-01
-4.755423363927298586e-01,3.789221571266105371e-01,3.598641192393362553e-01
3.422910477911471072e-01,2.339013681249444421e-01,3.232034947103963329e-01
8.903329418327329825e-02,4.909891148256807503e-01,3.881941585846538367e-01
3.842716918850361263e-02,3.559295683197426508e-01,3.540516928210300507e-01
-2.105157113179220996e-01,4.057758751843487666e-01,3.666526223339473534e-01
3.423819094801393570e-01,3.272863224470716759e-01,3.468108048803636434e-01
5.029411542657214428e-03,2.915316015266227745e-01,3.377721669869609977e-01
1.745861266609475548e-01,4.340503894395963957e-01,3.738002965259411559e-01
2.869060037469055024e-01,2.509850022501887157e-01,3.275221630928182304e-01
-5.127466535023351979e-02,3.050837283131963007e-01,3.411980856784214700e-01
9.764653198406238188e-02,4.612565922952959196e-01,3.806779062439486494e-01
-1.321886607533170610e-01,5.860884917601274502e-01,4.122348673322101531e-01
1.837550569260719691e-01,2.801431350566128686e-01,3.348932122102588615e-01
-4.431207588508301876e-01,4.722938417553224077e-01,3.834680748885395118e-01
-3.161824062836690041e-01,4.211501954506190470e-01,3.705391836093995805e-01
-2.465200084646268774e-01,3.226170653485139206e-01,3.456304370000223836e-01
-8.315945185460270339e-02,3.488803104770235031e-01,3.522696711070491538e-01
-4.602598040383449329e-01,3.925382709643594481e-01,3.633062135789504321e-01
-3.946861380928782803e-01,2.607620639398299245e-01,3.299937617516567334e-01
-2.992742375842922034e-02,2.975980903533810840e-01,3.393057489693637740e-01
-1.738372736765456117e-01,3.538888030807030294e-01,3.535357962471996629e-01
5.942438477474263347e-01,4.040927778986677654e-01,3.662271426626477755e-01
-4.930959916078698352e-02,4.834630174364040744e-01,3.862915939078519489e-01
5.695921638590508707e-01,2.725175979704596574e-01,3.329655096107111412e-01
-1.845319285238838092e-01,2.362074369084588843e-01,3.237864588660345211e-01
3.042299090123269933e-01,2.864298853254566568e-01,3.364824753269465285e-01
1.757035660745622507e-01,2.181551117051835076e-01,3.192229095934954186e-01
-7.307692711571121824e-02,3.858302480046334471e-01,3.616104545588060826e-01
-5.934867958355820317e-02,5.240600261243804070e-01,3.965543410819203363e-01
7.983822535353787275e-01,3.626004568805944461e-01,3.557380644266967540e-01
-5.195384660405623356e-02,2.183656811422494681e-01,3.192761406310775651e-01
-6.060412803917589741e-01,2.212826061057369675e-01,3.200135265714083577e-01
-2.067933580293054574e-01,2.907753598259584793e-01,3.375809923751550423e-01
3.936821683896857271e-01,3.509654814907977038e-01,3.527967932675397655e-01
-1.066630309043602870e-01,2.738190337402148233e-01,3.332945069112497882e-01
-2.610489739437621415e-02,4.714646628239650417e-01,3.832584620621367621e-01
4.086932332141678947e-01,5.647449142824635393e-01,4.068393038037012577e-01
4.116595576047574756e-01,4.057218997443807762e-01,3.666389775775502069e-01
-3.365473923919836130e-01,5.342472056883283971e-01,3.991296157551155743e-01
4.050424238568586799e-01,3.385270781338433621e-01,3.496524190136969246e-01
-1.459643755993449976e-01,3.832140126178981143e-01,3.609490816352914355e-01
1.269665048306160837e-01,4.607614955161721815e-01,3.805527479321652584e-01
-2.937792147299467249e-01,2.825132455322248992e-01,3.354923658270380638e-01
-3.742975753155026730e-01,3.049390241611851793e-01,3.411615050983461961e-01
7.469761214146181105e-02,3.657733605839488256e-01,3.565401606787990674e-01
6.910646263054215366e-02,3.135448939256980094e-01,3.433370315339259737e-01
3.003822406629875763e-01,3.277227941893380847e-01,3.469211430378848493e-01
-1.678556092429247804e-01,5.397167423953609378e-01,4.005122908387649394e-01
-1.980591421062086466e-01,3.525908551614270747e-01,3.532076806600878971e-01
-1.607581483406632372e-01,4.679020178244822636e-01,3.823578409059903427e-01
2.547052956080157471e-01,3.583808511387797657e-01,3.546713664530768972e-01
1.729973798919324790e-01,2.545739528217102476e-01,3.284294341831304198e-01
1.336445655005507049e-01,3.041093733801176757e-01,3.409517729903895344e-01
-4.717736571738759821e-01,3.779198810839925482e-01,3.596107482162869129e-01
3.446203813057390625e-02,3.970090238994903320e-01,3.644364004703939952e-01
-4.685491113584108747e-01,3.866772840014648938e-01,3.618245815736713666e-01
-6.595153375018436570e-01,2.863731918165752233e-01,3.364681434545533367e-01
4.759802730133732597e-03,4.579841267882615030e-01,3.798506412010318467e-01
5.704407872245439437e-01,5.424724800935193381e-01,4.012089293396854384e-01
-3.627121262136113189e-01,3.591673739776068963e-01,3.548701960048685766e-01
-4.823094970387410974e-01,4.097900195844212945e-01,3.676673805742594614e-01
5.748092599100713684e-01,5.129645567301972520e-01,3.937494546912675975e-01
2.722242198943665148e-01,3.603794138956150639e-01,3.551765944230131367e-01
-2.625448023675172604e-01,4.343840778789280765e-01,3.738846515116518443e-01
1.857592577489196872e-01,4.627324123918147847e-01,3.810509871436127960e-01
5.874478480516184820e-02,3.553479715161229069e-01,3.539046676793830004e-01
-2.642519031924238648e-01,3.234210001473676876e-01,3.458336682195559120e-01
5.707423687879644714e-01,4.043577004760979809e-01,3.662941139376441058e-01
-4.802830391253226083e-01,3.287436728246806439e-01,3.471792167154420516e-01
1.206285890675421607e-01,3.617837310143766638e-01,3.555315996809826906e-01
